Id,Label,views,followers,importance,posts,indegree,outdegree,Degree,closnesscentrality,betweenesscentrality,modularity_class
1285313257,hezbollah_com,154804,124649,3.087564,147,40,21,61,0.254911,28824.333862,206
1108329774,velayatiha96,62,26,1.158437,43,0,2,2,0.219097,0,168
1002842804,oyaqliq,77263,9566,3.170285,330,29,27,56,0.245803,18608.301267,168
1346656394,darshaytarikh,1499,201,1.436249,126,0,3,3,0.206144,0,189
1564190469,perperook_is_a_butterfly,14389,1775,1.688886,65,1,2,3,0.222703,9.578923,189
1483397857,prythian,284,44,1.124097,29,0,1,1,1,0,0
1282384161,newsaltruistir,67463,3444,3.356356,498,8,52,60,0.280936,39728.561309,189
1051198679,kimiyaeshargh,0,327,1.025306,6,0,1,1,1,0,37
1092574432,mumeivillage,6220,1932,1.383106,39,0,5,5,0.229355,0,168
1009481977,hegmatanehonline,36525,16731,1.823484,24,0,1,1,1,0,37
1725611934,mipazlil13,27,115,1.009781,2,1,0,1,0,0,189
1302104215,iranian_stock_analysis_channel,43,100,1.043333,10,0,2,2,0.226795,0,189
1133073351,mardomi19,4800,201,1.287722,26,6,0,6,0,0,46
1464309510,me_and_my_lov_e,23,1904,1.009606,2,1,0,1,0,0,47
1477527329,savojbolagh_news_agency,446,989,1.057086,9,11,0,11,0,0,106
1080275664,talkhandestan,377,187,1.135228,31,1,2,3,0.209911,3.972164,37
